title_theme,title_index,author,theme,cycle,collection,mss_ff,mss,ff,page,mss_index
,juglet,,,,additional,"add. 10,289. ff. 175 b-178 b","add. 10,289.",ff. 175 b-178 b,812,"additional add. 10,289. ff. 175 b-178 b"
,fioccolo,,,,additional,"add. 10,296","add. 10,296",,724,"additional add. 10,296"
,rimur of remund,,,,additional,"add. 11,110. ff. 101-144","add. 11,110.",ff. 101-144,855,"additional add. 11,110. ff. 101-144"
,collection of anecdotes,,,,additional,"add. 11,153. ff. 182-263","add. 11,153.",ff. 182-263,865,"additional add. 11,153. ff. 182-263"
,valentine and orson and tales,,,,additional,"add. 11,157. ff. 90, 176, 188","add. 11,157.","ff. 90, 176, 188",857,"additional add. 11,157. ff. 90, 176, 188"
,ten romantic tales,,,,additional,"add. 11,158. ff. 1, 24, 83, 71, 123, 201, 233, 251, 261 b, 268, 289","add. 11,158.","ff. 1, 24, 83, 71, 123, 201, 233, 251, 261 b, 268, 289",858,"additional add. 11,158. ff. 1, 24, 83, 71, 123, 201, 233, 251, 261 b, 268, 289"
,patient griselda,,,,additional,"add. 11,163. ff. 120 b-136 b","add. 11,163.",ff. 120 b-136 b,865,"additional add. 11,163. ff. 120 b-136 b"
,argenis,,,,additional,"add. 11,164","add. 11,164",,866,"additional add. 11,164"
,merlinus spá,,,,additional,"add. 11,174. ff. 85-98","add. 11,174.",ff. 85-98,307,"additional add. 11,174. ff. 85-98"
,brut gruffydd ap arthur,,,,additional,"add. 14,903. ff. 20-177","add. 14,903.",ff. 20-177,258,"additional add. 14,903. ff. 20-177"
,brut gruffydd ap arthur,,,,additional,"add. 19,709. ff. 8-84","add. 19,709.",ff. 8-84,257,"additional add. 19,709. ff. 8-84"
,extracts from brut y brenhinoedd,,,,additional,"add. 15,003. ff. 1-13","add. 15,003.",ff. 1-13,259,"additional add. 15,003. ff. 1-13"
,isarles y ffynnawn,,,,additional,"add. 15,035. ff. 57-61","add. 15,035.",ff. 57-61,393,"additional add. 15,035. ff. 57-61"
,brut tyailio,,,,additional,"add. 15,566. ff. 6-140","add. 15,566.",ff. 6-140,254,"additional add. 15,566. ff. 6-140"
,voeux du paon and restor du paon,,,,additional,"add. 16,888","add. 16,888",,150,"additional add. 16,888"
,amis and amylion,,,,additional,"add. 18,922. ff. 204-221 b","add. 18,922.",ff. 204-221 b,678,"additional add. 18,922. ff. 204-221 b"
,may colvin,,,,additional,"add. 20,094. ff. 21-26, 30-32 b","add. 20,094.","ff. 21-26, 30-32 b",544,"additional add. 20,094. ff. 21-26, 30-32 b"
,the king of tars and the soudan of damas,,,,additional,"add. 22,283. ff. 126-128 b","add. 22,283.",ff. 126-128 b,767,"additional add. 22,283. ff. 126-128 b"
,nine romantic tales,,,,additional,"add. 24,969. ff. 25, 62, 69 b, 74, 78 b, 83, 94, 209, 270","add. 24,969.","ff. 25, 62, 69 b, 74, 78 b, 83, 94, 209, 270",867,"additional add. 24,969. ff. 25, 62, 69 b, 74, 78 b, 83, 94, 209, 270"
,story of sigurgaror,,,,additional,"add. 24,970","add. 24,970",,871,"additional add. 24,970"
,fertrams saga,,,,additional,"add. 24,972. ff. 58-72 b","add. 24,972.",ff. 58-72 b,872,"additional add. 24,972. ff. 58-72 b"
,"the grene knight, turke and gowin, the marriage of sir gawaine",,,,additional,"add. 27879. ff. 17 b-24 b, 101 b-105, 223 b-226 b",add. 27879.,"ff. 17 b-24 b, 101 b-105, 223 b-226 b",389,"additional add. 27879. ff. 17 b-24 b, 101 b-105, 223 b-226 b"
,sir lambewell,,,,additional,add. 27879. ff. 29 b-33 b,add. 27879.,ff. 29 b-33 b,417,additional add. 27879. ff. 29 b-33 b
,guye and amarant,,,,additional,add. 27879 ff. 110-117,add. 27879,ff. 110-117,499,additional add. 27879 ff. 110-117
,three ballads of forest life,,,,additional,add. 27879 ff. 117 b-210,add. 27879,ff. 117 b-210,523,additional add. 27879 ff. 117 b-210
,guy and phillis,,,,additional,add. 27879 ff. 126,add. 27879,ff. 126,500,additional add. 27879 ff. 126
,robin hood ballad,,,,additional,add. 27879 ff. 129-180 b,add. 27879,ff. 129-180 b,520,additional add. 27879 ff. 129-180 b
,libius disconius,,,,additional,add. 27879 ff 156 b-171,add. 27879,ff156 b-171,401,additional add. 27879 ff 156 b-171
,guy and colebrande,,,,additional,add. 27879 ff 172 b-176b,add. 27879,ff172 b-176b,500,additional add. 27879 ff 172 b-176b
,two ballads relating to adam bell,,,,additional,add. 27879 ff 194-201,add. 27879,ff194-201,522,additional add. 27879 ff 194-201
,a propecye,,,,additional,add. 27879 f 239 b,add. 27879 f 239 b,,327,additional add. 27879 f 239 b
,robin hood's garland,,,,additional,add. 28638,add. 28638,,520,additional add. 28638
,ballads of scotland,,,,additional,"add. 29408, 29409","add. 29408, 29409",,537,"additional add. 29408, 29409"
,two charlemagne romances,,,,additional,"add. 31042 ff 66 b-79 b, 82-94",add. 31042,"ff66 b-79 b, 82-94",953,"additional add. 31042 ff 66 b-79 b, 82-94"
,ipomedon and prothesilaus,,,,egerton,egerton 2515 ff. 3-141,egerton 2515,ff. 3-141,746,egerton 2515 ff. 3-141
